epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.9575520157814026,0.0020000000949949026,0.17799486219882965,0.5,0.523212194442749
1,0.9764419794082642,0.0017888889415189624,0.04020579531788826,0.5,0.4934588670730591
2,0.9788770079612732,0.0015777777880430222,0.03113109990954399,0.787630021572113,0.16719338297843933
3,0.9797790050506592,0.001366666634567082,0.027981480583548546,0.9781500101089478,0.029190950095653534
4,0.9804670214653015,0.0011555555975064635,0.02593228407204151,0.9586399793624878,0.04149142652750015
5,0.9813910126686096,0.0009444444440305233,0.024024613201618195,0.9479799866676331,0.04927276819944382
6,0.9837660193443298,0.000733333348762244,0.02102302387356758,0.9837700128555298,0.02067740447819233
7,0.9848849773406982,0.0005222221952863038,0.018901310861110687,0.9815700054168701,0.02121983841061592
8,0.9861519932746887,0.00031111110001802444,0.016345422714948654,0.9843699932098389,0.017617719247937202
9,0.9877859950065613,9.999999747378752e-05,0.01397600956261158,0.9876400232315063,0.013850844465196133
10,0.9820950031280518,0.0020000000949949026,0.03171883150935173,0.9786900281906128,0.03159726411104202
11,0.9835860133171082,0.0017888889415189624,0.027224188670516014,0.9693099856376648,0.036110229790210724
12,0.9842159748077393,0.0015777777880430222,0.024574588984251022,0.974839985370636,0.0309910885989666
13,0.9848690032958984,0.001366666634567082,0.022748121991753578,0.9659199714660645,0.03677970543503761
14,0.9854699969291687,0.0011555555975064635,0.020465882495045662,0.9856500029563904,0.020905092358589172
