epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.911063015460968,0.0020000000949949026,0.2594902515411377,0.5,0.5458683371543884
1,0.9632130265235901,0.0017888889415189624,0.06789941340684891,0.7008000016212463,0.19865472614765167
2,0.9672309756278992,0.0015777777880430222,0.05348191410303116,0.6362400054931641,0.312650203704834
3,0.9699469804763794,0.001366666634567082,0.046100862324237823,0.9587799906730652,0.05336955934762955
4,0.9721159934997559,0.0011555555975064635,0.04038960114121437,0.9508900046348572,0.057688936591148376
5,0.9733150005340576,0.0009444444440305233,0.036742523312568665,0.965399980545044,0.0429694727063179
6,0.9746930003166199,0.000733333348762244,0.032725367695093155,0.9045199751853943,0.08314447104930878
7,0.9761350154876709,0.0005222221952863038,0.029128853231668472,0.9757400155067444,0.033388346433639526
8,0.9773600101470947,0.00031111110001802444,0.02544744499027729,0.943560004234314,0.048689477145671844
9,0.9793149828910828,9.999999747378752e-05,0.02211942709982395,0.979889988899231,0.02112664096057415
10,0.9720230102539062,0.0020000000949949026,0.050264086574316025,0.5418400168418884,0.4448053538799286
11,0.9744030237197876,0.0017888889415189624,0.04014608636498451,0.8357300162315369,0.14679722487926483
12,0.9752179980278015,0.0015777777880430222,0.035542286932468414,0.9325799942016602,0.06718742847442627
13,0.9760730266571045,0.001366666634567082,0.03233979642391205,0.9169300198554993,0.07720783352851868
14,0.9767789840698242,0.0011555555975064635,0.029493946582078934,0.9767400026321411,0.029330018907785416
