epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.8244270086288452,0.0020000000949949026,0.2566710412502289,0.5,0.41114333271980286
1,0.8619599938392639,0.0017888889415189624,0.12686268985271454,0.5377200245857239,0.2926596999168396
2,0.8663309812545776,0.0015777777880430222,0.11357129365205765,0.8615400195121765,0.12085626274347305
3,0.8697919845581055,0.001366666634567082,0.10878941416740417,0.7669500112533569,0.1710588037967682
4,0.8766599893569946,0.0011555555975064635,0.1036578044295311,0.8725500106811523,0.1091175228357315
5,0.8786060214042664,0.0009444444440305233,0.10045143961906433,0.8593500256538391,0.11358088254928589
6,0.8806329965591431,0.000733333348762244,0.09745326638221741,0.8765699863433838,0.10047505795955658
7,0.8831440210342407,0.0005222221952863038,0.09430696070194244,0.8781499862670898,0.09805119037628174
8,0.8849909901618958,0.00031111110001802444,0.09146325290203094,0.8855299949645996,0.093502476811409
9,0.8865690231323242,9.999999747378752e-05,0.08915170282125473,0.8881999850273132,0.08830633014440536
10,0.8779129981994629,0.0020000000949949026,0.10544634610414505,0.8708000183105469,0.11037471890449524
11,0.8798289895057678,0.0017888889415189624,0.10188952088356018,0.8773999810218811,0.1031586155295372
12,0.8815209865570068,0.0015777777880430222,0.09950891882181168,0.8805699944496155,0.10038268566131592
13,0.883296012878418,0.001366666634567082,0.09712144732475281,0.8784999847412109,0.1007855236530304
14,0.8911479711532593,0.0011555555975064635,0.09177936613559723,0.8903700113296509,0.09336274117231369
