epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.5349050164222717,0.0020000000949949026,0.492879182100296,0.5,0.3691864311695099
1,0.6010130047798157,0.0017888889415189624,0.27912577986717224,0.5938599705696106,0.28161585330963135
2,0.6479359865188599,0.0015777777880430222,0.2534733712673187,0.501800000667572,0.33834120631217957
3,0.6586179733276367,0.001366666634567082,0.24365553259849548,0.5037400126457214,0.37311387062072754
4,0.6646239757537842,0.0011555555975064635,0.2374824583530426,0.6351199746131897,0.24969890713691711
5,0.6677510142326355,0.0009444444440305233,0.23272770643234253,0.6319800019264221,0.2461700141429901
6,0.6707630157470703,0.000733333348762244,0.22794941067695618,0.5720400214195251,0.26870495080947876
7,0.6732879877090454,0.0005222221952863038,0.22300216555595398,0.5299699902534485,0.30395272374153137
8,0.6769890189170837,0.00031111110001802444,0.2180929332971573,0.6757699847221375,0.21835015714168549
9,0.6799319982528687,9.999999747378752e-05,0.2136603146791458,0.6477299928665161,0.2252931445837021
10,0.6637179851531982,0.0020000000949949026,0.2438865453004837,0.6638299822807312,0.24075187742710114
11,0.6688339710235596,0.0017888889415189624,0.23539459705352783,0.6364399790763855,0.24420574307441711
12,0.6708269715309143,0.0015777777880430222,0.2311413586139679,0.6627900004386902,0.2335166335105896
13,0.6728860139846802,0.001366666634567082,0.22665579617023468,0.668150007724762,0.22849492728710175
