epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.8931959867477417,0.0020000000949949026,0.23462596535682678,0.5005099773406982,0.3880201280117035
1,0.9529399871826172,0.0017888889415189624,0.06996384263038635,0.9519000053405762,0.07619873434305191
2,0.957027018070221,0.0015777777880430222,0.055506832897663116,0.908840000629425,0.08868218958377838
3,0.9597349762916565,0.001366666634567082,0.04906626418232918,0.9573000073432922,0.051717791706323624
4,0.9609789848327637,0.0011555555975064635,0.045278437435626984,0.9513300061225891,0.05396499112248421
5,0.9626079797744751,0.0009444444440305233,0.04164406284689903,0.9468399882316589,0.052976977080106735
6,0.9636809825897217,0.000733333348762244,0.03875835984945297,0.7971900105476379,0.15904083847999573
7,0.9647589921951294,0.0005222221952863038,0.035613883286714554,0.9642800092697144,0.03756144642829895
8,0.9661099910736084,0.00031111110001802444,0.03231795132160187,0.9502999782562256,0.04284457489848137
9,0.9677090048789978,9.999999747378752e-05,0.02965226210653782,0.9673399925231934,0.02973916567862034
10,0.9612590074539185,0.0020000000949949026,0.05128363519906998,0.9603899717330933,0.04805437847971916
11,0.9629809856414795,0.0017888889415189624,0.04452721029520035,0.9269999861717224,0.0722927451133728
12,0.9636800289154053,0.0015777777880430222,0.04140767827630043,0.9621899724006653,0.04349178820848465
13,0.9644740223884583,0.001366666634567082,0.03915061801671982,0.9492999911308289,0.050444625318050385
14,0.9651470184326172,0.0011555555975064635,0.03690271079540253,0.9334700107574463,0.062311336398124695
