epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.8391839861869812,0.0020000000949949026,0.28162139654159546,0.5,0.44631311297416687
1,0.9044899940490723,0.0017888889415189624,0.11024101078510284,0.6006600260734558,0.32239264249801636
2,0.9111959934234619,0.0015777777880430222,0.09150397032499313,0.6833999752998352,0.2600226104259491
3,0.9148859977722168,0.001366666634567082,0.08332007378339767,0.9125999808311462,0.08500445634126663
4,0.9173160195350647,0.0011555555975064635,0.07882703840732574,0.8159800171852112,0.14755114912986755
5,0.9192050099372864,0.0009444444440305233,0.07485423237085342,0.8916400074958801,0.09197815507650375
6,0.921159029006958,0.000733333348762244,0.0711158737540245,0.821150004863739,0.1398831158876419
7,0.9232000112533569,0.0005222221952863038,0.06731732934713364,0.8506100177764893,0.11807747930288315
8,0.9251480102539062,0.00031111110001802444,0.06375964730978012,0.9161800146102905,0.07032927125692368
9,0.9278259873390198,9.999999747378752e-05,0.06001869961619377,0.9240599870681763,0.06294307857751846
