epoch,acc,learning_rate,loss,val_acc,val_loss
0,0.8357639908790588,0.0020000000949949026,0.2930118441581726,0.500190019607544,0.3370664119720459
1,0.9040169715881348,0.0017888889415189624,0.11261075735092163,0.51774001121521,0.40657898783683777
2,0.9106670022010803,0.0015777777880430222,0.09254050999879837,0.9080299735069275,0.097482830286026
3,0.9146460294723511,0.001366666634567082,0.08391853421926498,0.8003799915313721,0.1519927680492401
4,0.9167979955673218,0.0011555555975064635,0.07899381220340729,0.8580600023269653,0.11935301870107651
5,0.9187600016593933,0.0009444444440305233,0.07527654618024826,0.916159987449646,0.07783258706331253
6,0.9200789928436279,0.000733333348762244,0.07173971086740494,0.9037399888038635,0.08302681893110275
7,0.9224089980125427,0.0005222221952863038,0.06774166971445084,0.9175099730491638,0.07326434552669525
8,0.9244809746742249,0.00031111110001802444,0.06422315537929535,0.9233400225639343,0.06757473200559616
9,0.9266840219497681,9.999999747378752e-05,0.060983672738075256,0.9164100289344788,0.06798272579908371
10,0.9165570139884949,0.0020000000949949026,0.08641959726810455,0.7989799976348877,0.16556839644908905
11,0.9201740026473999,0.0017888889415189624,0.07722914218902588,0.7649800181388855,0.18167443573474884
12,0.9208449721336365,0.0015777777880430222,0.07365813851356506,0.9157500267028809,0.07751702517271042
13,0.9226790070533752,0.001366666634567082,0.07080411911010742,0.9151999950408936,0.07587742805480957
